class	MIXS ID	Definition	Frequency
sediment	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	0.7777777777777778
wastewater/sludge	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	0.7777777777777778
water	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	0.7777777777777778
food-animal and animal feed	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types.	0.2222222222222222
food-farm environment	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types.	0.2222222222222222
food-human foods	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types.	0.2222222222222222
symbiont-associated	MIXS:0000754	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types.	0.2222222222222222
agriculture	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
air	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
host-associated	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
human-associated	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
human-gut	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
human-oral	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
human-skin	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
human-vaginal	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
hydrocarbon resources-cores	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
hydrocarbon resources-fluids/swabs	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
microbial mat/biofilm	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
miscellaneous natural or artificial environment	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
plant-associated	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
sediment	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
wastewater/sludge	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
water	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room	0.8
symbiont-associated	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room.	0.05
food-animal and animal feed	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room. Indicate the location name.	0.15
food-food production facility	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room. Indicate the location name.	0.15
food-human foods	MIXS:0000755	Location at which sample was stored, usually name of a specific freezer/room. Indicate the location name.	0.15
air	MIXS:0000756	Ventilation system used in the sampled premises	0.6666666666666666
built environment	MIXS:0000756	Ventilation system used in the sampled premises	0.6666666666666666
food-farm environment	MIXS:0000756	Ventilation system used in the sampled premises.	0.3333333333333333
air	MIXS:0000757	Wind direction is the direction from which a wind originates	0.5
food-farm environment	MIXS:0000757	Wind direction is the direction from which a wind originates.	0.5
built environment	MIXS:0000758	Surface materials at the point of sampling	0.5
food-food production facility	MIXS:0000758	Surface materials at the point of sampling.	0.5
built environment	MIXS:0000764	Type of indoor surface	0.5
food-food production facility	MIXS:0000764	Type of indoor surface.	0.5
built environment	MIXS:0000828	The floor of the building, where the sampling room is located	0.5
food-food production facility	MIXS:0000828	The floor of the building, where the sampling room is located.	0.5
plant-associated	MIXS:0000858	The level of genome modification	0.5
host-associated	MIXS:0000858	The level of genome modification.	0.5
host-associated	MIXS:0000859	Genetic modifications of the genome of an organism, which may occur naturally by spontaneous mutation, or be introduced by some experimental means, e.g. specification of a transgene or the gene knocked-out or details of transient transfection	0.3333333333333333
plant-associated	MIXS:0000859	Genetic modifications of the genome of an organism, which may occur naturally by spontaneous mutation, or be introduced by some experimental means, e.g. specification of a transgene or the gene knocked-out or details of transient transfection	0.3333333333333333
agriculture	MIXS:0000859	Genetic modifications of the genome of an organism, which may occur naturally by spontaneous mutation, or be introduced by some experimental means, e.g. specification of a transgene or the gene knocked-out or details of transient transfection.	0.6666666666666666
food-farm environment	MIXS:0000859	Genetic modifications of the genome of an organism, which may occur naturally by spontaneous mutation, or be introduced by some experimental means, e.g. specification of a transgene or the gene knocked-out or details of transient transfection.	0.6666666666666666
food-food production facility	MIXS:0000859	Genetic modifications of the genome of an organism, which may occur naturally by spontaneous mutation, or be introduced by some experimental means, e.g. specification of a transgene or the gene knocked-out or details of transient transfection.	0.6666666666666666
food-human foods	MIXS:0000859	Genetic modifications of the genome of an organism, which may occur naturally by spontaneous mutation, or be introduced by some experimental means, e.g. specification of a transgene or the gene knocked-out or details of transient transfection.	0.6666666666666666
symbiont-associated	MIXS:0000861	A unique identifier by which each subject can be referred to, de-identified.	0.14285714285714285
host-associated	MIXS:0000861	A unique identifier by which each subject can be referred to, de-identified. 	0.8571428571428571
human-associated	MIXS:0000861	A unique identifier by which each subject can be referred to, de-identified. 	0.8571428571428571
human-gut	MIXS:0000861	A unique identifier by which each subject can be referred to, de-identified. 	0.8571428571428571
human-oral	MIXS:0000861	A unique identifier by which each subject can be referred to, de-identified. 	0.8571428571428571
human-skin	MIXS:0000861	A unique identifier by which each subject can be referred to, de-identified. 	0.8571428571428571
human-vaginal	MIXS:0000861	A unique identifier by which each subject can be referred to, de-identified. 	0.8571428571428571
host-associated	MIXS:0000866	Original body habitat where the sample was obtained from	0.5
symbiont-associated	MIXS:0000866	Original body habitat where the sample was obtained from.	0.5
host-associated	MIXS:0000867	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For foundational model of anatomy ontology (fma) (v 4.11.0) or Uber-anatomy ontology (UBERON) (v releases/2014-06-15) terms, please see http://purl.bioontology.org/ontology/FMA or http://purl.bioontology.org/ontology/UBERON	0.8571428571428571
human-associated	MIXS:0000867	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For foundational model of anatomy ontology (fma) (v 4.11.0) or Uber-anatomy ontology (UBERON) (v releases/2014-06-15) terms, please see http://purl.bioontology.org/ontology/FMA or http://purl.bioontology.org/ontology/UBERON	0.8571428571428571
human-gut	MIXS:0000867	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For foundational model of anatomy ontology (fma) (v 4.11.0) or Uber-anatomy ontology (UBERON) (v releases/2014-06-15) terms, please see http://purl.bioontology.org/ontology/FMA or http://purl.bioontology.org/ontology/UBERON	0.8571428571428571
human-oral	MIXS:0000867	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For foundational model of anatomy ontology (fma) (v 4.11.0) or Uber-anatomy ontology (UBERON) (v releases/2014-06-15) terms, please see http://purl.bioontology.org/ontology/FMA or http://purl.bioontology.org/ontology/UBERON	0.8571428571428571
human-skin	MIXS:0000867	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For foundational model of anatomy ontology (fma) (v 4.11.0) or Uber-anatomy ontology (UBERON) (v releases/2014-06-15) terms, please see http://purl.bioontology.org/ontology/FMA or http://purl.bioontology.org/ontology/UBERON	0.8571428571428571
human-vaginal	MIXS:0000867	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For foundational model of anatomy ontology (fma) (v 4.11.0) or Uber-anatomy ontology (UBERON) (v releases/2014-06-15) terms, please see http://purl.bioontology.org/ontology/FMA or http://purl.bioontology.org/ontology/UBERON	0.8571428571428571
symbiont-associated	MIXS:0000867	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For foundational model of anatomy ontology (fma) (v 4.11.0) or Uber-anatomy ontology (UBERON) (v releases/2014-06-15) terms, please see http://purl.bioontology.org/ontology/FMA or http://purl.bioontology.org/ontology/UBERON.	0.14285714285714285
host-associated	MIXS:0000871	Literature reference giving growth conditions of the host	0.5
symbiont-associated	MIXS:0000871	Literature reference giving growth conditions of the host.	0.5
host-associated	MIXS:0000872	Relationships to other hosts in the same study; can include multiple relationships	0.8571428571428571
human-associated	MIXS:0000872	Relationships to other hosts in the same study; can include multiple relationships	0.8571428571428571
human-gut	MIXS:0000872	Relationships to other hosts in the same study; can include multiple relationships	0.8571428571428571
human-oral	MIXS:0000872	Relationships to other hosts in the same study; can include multiple relationships	0.8571428571428571
human-skin	MIXS:0000872	Relationships to other hosts in the same study; can include multiple relationships	0.8571428571428571
human-vaginal	MIXS:0000872	Relationships to other hosts in the same study; can include multiple relationships	0.8571428571428571
symbiont-associated	MIXS:0000872	Relationships to other hosts in the same study; can include multiple relationships.	0.14285714285714285
agriculture	MIXS:0000874	Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP	0.9
food-farm environment	MIXS:0000874	Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP	0.9
host-associated	MIXS:0000874	Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP	0.9
human-associated	MIXS:0000874	Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP	0.9
human-gut	MIXS:0000874	Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP	0.9
human-oral	MIXS:0000874	Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP	0.9
human-skin	MIXS:0000874	Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP	0.9
human-vaginal	MIXS:0000874	Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP	0.9
plant-associated	MIXS:0000874	Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP	0.9
symbiont-associated	MIXS:0000874	Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP.	0.1
host-associated	MIXS:0000875	Whether or not subject is gravid, and if yes date due or date post-conception, specifying which is used	0.5
symbiont-associated	MIXS:0000875	Whether or not subject is gravid, and if yes date due or date post-conception, specifying which is used.	0.5
hydrocarbon resources-cores	MIXS:0001001	Ph measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid	0.8888888888888888
hydrocarbon resources-fluids/swabs	MIXS:0001001	Ph measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid	0.8888888888888888
microbial mat/biofilm	MIXS:0001001	Ph measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid	0.8888888888888888
miscellaneous natural or artificial environment	MIXS:0001001	Ph measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid	0.8888888888888888
sediment	MIXS:0001001	Ph measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid	0.8888888888888888
soil	MIXS:0001001	Ph measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid	0.8888888888888888
wastewater/sludge	MIXS:0001001	Ph measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid	0.8888888888888888
water	MIXS:0001001	Ph measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid	0.8888888888888888
food-farm environment	MIXS:0001001	pH measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid.	0.1111111111111111
plant-associated	MIXS:0001044	Characteristic shape, appearance or growth form of a plant species	0.5
food-farm environment	MIXS:0001044	Characteristic shape, appearance or growth form of a plant species.	0.5
plant-associated	MIXS:0001052	Information about any mechanical damage exerted on the plant; can include multiple damages and sites	0.5
food-farm environment	MIXS:0001052	Information about any mechanical damage exerted on the plant; can include multiple damages and sites.	0.5
food-farm environment	MIXS:0001106	Reference or method used in determining pH.	0.3333333333333333
agriculture	MIXS:0001106	Reference or method used in determining ph	0.6666666666666666
soil	MIXS:0001106	Reference or method used in determining ph	0.6666666666666666
air	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
built environment	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
food-animal and animal feed	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
food-farm environment	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
food-food production facility	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
food-human foods	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
host-associated	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
human-associated	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
human-gut	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
human-oral	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
human-skin	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
human-vaginal	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
hydrocarbon resources-cores	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
hydrocarbon resources-fluids/swabs	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
microbial mat/biofilm	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
migs_ba	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
migs_eu	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
migs_org	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
migs_pl	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
migs_vi	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
mimag	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
mimarks_c	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
mimarks_s	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
mims	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
misag	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
miscellaneous natural or artificial environment	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
miuvig	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
plant-associated	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
sediment	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
soil	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
wastewater/sludge	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
water	MIXS:0001107	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	0.9696969696969697
symbiont-associated	MIXS:0001107	Sample Name is a name that you choose for the sample. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. Every Sample Name from a single Submitter must be unique.	0.030303030303030304
food-animal and animal feed	MIXS:0001113	Description of the feeding equipment used for livestock. This field accepts terms listed under feed delivery (http://opendata.inra.fr/EOL/EOL_0001757). Multiple terms can be separated by one or more pipes.	0.5
food-farm environment	MIXS:0001113	Description of the feeding equipment used for livestock. This field accepts terms listed under feed delivery (http://opendata.inra.fr/EOL/EOL_0001757). Multiple terms can be separated by pipes.	0.5
agriculture	MIXS:0001123	List of planting, growing or harvesting equipment shared with other farms.	0.5
food-farm environment	MIXS:0001123	List of planting, growing or harvesting equipment shared with other farms. This field accepts terms listed under agricultural implement (http://purl.obolibrary.org/obo/AGRO_00000416). Multiple terms can be separated by pipes.	0.5
agriculture	MIXS:0001124	Method used to sanitize growing and harvesting equipment including type and concentration of sanitizing solution and frequency of sanitization.	0.5
food-farm environment	MIXS:0001124	Method used to sanitize growing and harvesting equipment. This can including type and concentration of sanitizing solution.  Multiple terms can be separated by one or more pipes.	0.5
food-farm environment	MIXS:0001126	List of equipment used for planting, fertilization, harvesting, irrigation, land levelling, residue management, weeding or transplanting during the growing season.  This field accepts terms listed under agricultural implement (http://purl.obolibrary.org/obo/AGRO_00000416). Multiple terms can be separated by pipes.	0.5
agriculture	MIXS:0001126	List of equipment used for planting, fertilization, harvesting, irrigation, land levelling, residue management, weeding or transplanting during the growing season. This field accepts terms listed under agricultural implement (http://purl.obolibrary.org/obo/AGRO_00000416). Multiple terms can be separated by pipes.	0.5
agriculture	MIXS:0001137	A descriptor for the method of movement of food commodity along the food distribution system.  This field accepts terms listed under travel mode (http://purl.obolibrary.org/obo/GENEPIO_0001064). If the proper descrptor is not listed please use text to describe the mode of travel. Multiple terms can be separated by one or more pipes.	0.8
food-animal and animal feed	MIXS:0001137	A descriptor for the method of movement of food commodity along the food distribution system.  This field accepts terms listed under travel mode (http://purl.obolibrary.org/obo/GENEPIO_0001064). If the proper descrptor is not listed please use text to describe the mode of travel. Multiple terms can be separated by one or more pipes.	0.8
food-farm environment	MIXS:0001137	A descriptor for the method of movement of food commodity along the food distribution system.  This field accepts terms listed under travel mode (http://purl.obolibrary.org/obo/GENEPIO_0001064). If the proper descrptor is not listed please use text to describe the mode of travel. Multiple terms can be separated by one or more pipes.	0.8
food-human foods	MIXS:0001137	A descriptor for the method of movement of food commodity along the food distribution system.  This field accepts terms listed under travel mode (http://purl.obolibrary.org/obo/GENEPIO_0001064). If the proper descrptor is not listed please use text to describe the mode of travel. Multiple terms can be separated by one or more pipes.	0.8
food-food production facility	MIXS:0001137	A descriptor for the method of movement of food commodity along the food distribution system. This field accepts terms listed under travel mode (http://purl.obolibrary.org/obo/GENEPIO_0001064). If the proper descrptor is not listed please use text to describe the mode of travel. Multiple terms can be separated by one or more pipes.	0.2
